gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5153013564	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/431816491/original.jpeg	https://www.inaturalist.org/photos/431816491					2024-08-03T14:45:31Z	Irene		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Irene
5153013564	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/431816518/original.jpeg	https://www.inaturalist.org/photos/431816518					2024-08-03T14:45:31Z	Irene		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Irene
5153013561	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430763843/original.jpeg	https://www.inaturalist.org/photos/430763843					2024-09-14T17:07:12Z	Lepidoptera Colombiana 🇨🇴		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lepidoptera Colombiana 🇨🇴
5153013561	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430763867/original.jpeg	https://www.inaturalist.org/photos/430763867					2024-09-14T17:07:12Z	Lepidoptera Colombiana 🇨🇴		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lepidoptera Colombiana 🇨🇴
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452816469/original.jpg	https://www.inaturalist.org/photos/452816469					2024-07-04T18:13:28Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452816161/original.jpg	https://www.inaturalist.org/photos/452816161					2024-07-04T17:46:56Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452816160/original.jpg	https://www.inaturalist.org/photos/452816160					2024-07-04T17:46:57Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452816162/original.jpg	https://www.inaturalist.org/photos/452816162					2024-07-04T17:51:06Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452816158/original.jpg	https://www.inaturalist.org/photos/452816158					2024-07-04T17:51:00Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153012628	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452815140/original.jpg	https://www.inaturalist.org/photos/452815140					2024-07-04T18:09:20Z	Allen Chartier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allen Chartier
5153007710	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461546496/original.jpg	https://www.inaturalist.org/photos/461546496					2024-11-18T22:36:54Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5153004982	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/492707877/original.jpeg	https://www.inaturalist.org/photos/492707877					2025-04-09T22:20:27Z	auk1967		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	auk1967
5153004780	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461066200/original.jpg	https://www.inaturalist.org/photos/461066200					2024-11-19T21:18:30Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5153003016	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/494712730/original.jpeg	https://www.inaturalist.org/photos/494712730					2025-04-22T17:18:29Z	Lepidoptera Colombiana 🇨🇴		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lepidoptera Colombiana 🇨🇴
