scientific_name,sources,in_cnn_dataset,sib_id,threat_status,thumbnail_url
Masdevallia hortensis,dataset,True,,,
Masdevallia picturata,dataset,True,,,
Matisia cordata,sib_caldas,False,56e78bf583c45700544e4121,,https://inaturalist-open-data.s3.amazonaws.com/photos/68471092/large.jpeg
Maxillaria acuminata,dataset,True,,,
Maxillaria embreei,dataset,True,,,
Maxillaria lepidota,dataset,True,,,
Mazama americana,sib_caldas,False,56c795e7f0106c67230e73f7,Datos insuficientes (DD),https://upload.wikimedia.org/wikipedia/commons/9/96/Red_Brocket_Deer_in_Barbados_02.jpg
Mechanitis polymnia,dataset,True,,,
Mecocerculus leucophrys,dataset|sib_caldas,True,56c7c0cdf0106c67230e7415,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/109200565/original.jpeg
Mecocerculus stictopterus,dataset,True,,,
Megaceryle torquata,dataset,True,,,
Megascops choliba,dataset|sib_caldas,True,56c7bdb3f0106c67230e7411,,https://inaturalist-open-data.s3.amazonaws.com/photos/180245443/large.jpeg
Megaskepasma erythrochlamys,dataset,True,,,
Melanchroia chephise,dataset,True,,,
Melanerpes formicivorus,dataset,True,,,
Melanerpes pulcher,dataset,True,,,
Melanerpes rubricapillus,dataset|sib_caldas,True,56c7c075f0106c67230e7414,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/1/13/Red-crowned_Woodpecker_%28Melanerpes_rubricapillus%29.jpg
Melanis pixe,dataset,True,,,
Melipona nigrescens,dataset,True,,,
Memphis lyceus,dataset,True,,,
Menemerus bivittatus,dataset,True,,,
Merganetta armata,dataset|sib_caldas,True,56c7c044f0106c67230e7413,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/175492535/original.jpg
Mesothen nomia,dataset,True,,,
Metallura tyrianthina,dataset|sib_caldas,True,56c7b67cf0106c67230e7406,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/174561665/original.jpeg
Metallura williami,dataset,True,,,
Metrobates,sib_caldas,False,56df0d3883c45700544e3c45,,https://inaturalist-open-data.s3.amazonaws.com/photos/163597484/large.jpeg
Miconia aeruginosa,dataset|sib_caldas,True,59486e592f4fd7bc7f396f24,,https://inaturalist-open-data.s3.amazonaws.com/photos/141821336/large.jpg
Miconia affinis,sib_caldas,False,56e3cf0b83c45700544e3e03,,https://inaturalist-open-data.s3.amazonaws.com/photos/81724488/large.jpeg
Miconia asperrima,dataset,True,,,
Miconia curvitheca,sib_caldas,False,5b5a49ecf0d3bfe030573bfb,,https://sweetgum.nybg.org/images3/2974/006/03376843.jpg
Miconia latifolia,sib_caldas,False,56de614b83c45700544e3c18,,http://sweetgum.nybg.org/images3/2099/715/02684800.jpg
Miconia longifolia,sib_caldas,False,56e3d0e783c45700544e3e04,,https://inaturalist-open-data.s3.amazonaws.com/photos/135915387/original.jpeg
Miconia salicifolia,dataset|sib_caldas|sib_caldas,True,59600afa2f4fd7bc7f3a3c23,,https://inaturalist-open-data.s3.amazonaws.com/photos/177858597/original.jpeg
Miconia trichocalyx,dataset,True,,,
Micrathena lucasi,dataset,True,,,
Microcylloepus,sib_caldas,False,56df0fec83c45700544e3c46,,https://inaturalist-open-data.s3.amazonaws.com/photos/166481955/large.jpg
Microvelia,sib_caldas,False,56df12e683c45700544e3c47,,https://inaturalist-open-data.s3.amazonaws.com/photos/165232198/large.jpeg
Micrurus mipartitus,dataset,True,,,
Milvago chimachima,sib_caldas,False,56c7b89cf0106c67230e7408,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/b/b5/Gelbkopfkarakara.JPG
Mimon crenulatum,sib_caldas,False,56c7c723f0106c67230e741b,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/56987690/large.jpg
Mimoniades nurscia,dataset,True,,,
Mimus gilvus,dataset|sib_caldas,True,56c7b8eaf0106c67230e7409,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/9/9e/TropicalMockingbird.jpg
Mionectes oleagineus,dataset,True,,,
Mniotilta varia,dataset|sib_caldas,True,56c7b92af0106c67230e740a,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/c/ca/8G7D2850a.jpg
Molothrus bonariensis,dataset|sib_caldas,True,56c7b9d7f0106c67230e740b,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/180694968/large.jpeg
Momordica charantia,dataset,True,,,
Momotus aequatorialis,dataset,True,,,
Monnina salicifolia,sib_caldas,False,56de692f83c45700544e3c1d,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Monnina_salicifolia_%282%29.jpg
Monochaetum glanduliferum,sib_caldas,False,56de6afa83c45700544e3c1e,,https://inaturalist-open-data.s3.amazonaws.com/photos/16461573/large.jpg
Monochaetum multiflorum,dataset,True,,,
Morella pubescens,dataset|sib_caldas,True,63aa3409c1244830bdc688e6,,
Morpho sulkowskyi,dataset,True,,,
Mucuna pruriens,sib_caldas,False,5fdbc3d5a483b069215bdb54,,http://upload.wikimedia.org/wikipedia/commons/4/44/Mucuna_pruriens_flower.jpg
Muntingia calabura,dataset,True,,,
Mus musculus,sib_caldas,False,56c8a2bdf0106c67230e7434,,https://inaturalist-open-data.s3.amazonaws.com/photos/252757300/original.jpeg
Musa velutina,dataset,True,,,
Mustela frenata,sib_caldas,False,56cb5997207ecea54a561deb,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/15955272/original.jpeg
Mutisia clematis,dataset,True,,,
Myadestes ralloides,dataset,True,,,
Mycena alcalina,sib_caldas,False,62ae3b9b4de02b17555e2400,,https://inaturalist-open-data.s3.amazonaws.com/photos/243538348/original.jpg
Myiarchus apicalis,sib_caldas,False,56e7a4fd83c45700544e4274,,http://upload.wikimedia.org/wikipedia/commons/3/38/Apical.Flycatcher_Matthew.Gable.jpg
Myiarchus cephalotes,dataset,True,,,
Myiarchus crinitus,sib_caldas,False,56c7bb78f0106c67230e740d,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/0/02/Great_Crested_Flycatcher_RWD2.jpg
Myiarchus venezuelensis,sib_caldas,False,56e7a51783c45700544e4276,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/153900517/large.jpg
Myioborus miniatus,dataset,True,,,
Myioborus ornatus,dataset,True,,,
Myiodynastes hemichrysus,dataset,True,,,
Myiodynastes maculatus,dataset,True,,,
Myiotheretes fumigatus,sib_caldas,False,56c7b29ef0106c67230e7400,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/176713968/original.jpg
Myiotheretes striaticollis,dataset|sib_caldas,True,56c7b328f0106c67230e7402,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/5/57/Myiotheretes_striaticollis_-Ecuador-6.jpg
Myiothlypis coronata,dataset,True,,,
Myiothlypis fulvicauda,dataset,True,,,
Myiothlypis nigrocristata,dataset,True,,,
Myiozetetes cayanensis,dataset,True,,,
Myornis senilis,sib_caldas,False,56c7b472f0106c67230e7404,Preocupación menor (LC),https://live.staticflickr.com/65535/36167927592_1555a93857_b.jpg
Myrrhidendron pennellii,sib_caldas,False,5b578d0ff0d3bfe030570f6a,,http://sweetgum.nybg.org/images3/627/625/00406077.jpg
Myrsine dependens,sib_caldas,False,56de722483c45700544e3c25,,https://inaturalist-open-data.s3.amazonaws.com/photos/109735627/original.jpeg
Mythimna unipuncta,dataset,True,,,
Narpus,sib_caldas,False,56df1b7683c45700544e3c49,,https://images.phylopic.org/images/1b856960-aeb5-41fb-a70c-294884f1bb44/raster/158x204.png
Nasa campaniflora,sib_caldas,False,56de7d5e83c45700544e3c29,,http://fm-digital-assets.fieldmuseum.org/636/534/V0196675F.jpg
Nasa puracensis,sib_caldas,False,56de7f8f83c45700544e3c2a,,http://fm-digital-assets.fieldmuseum.org/636/683/V0196820F.jpg
Nasua olivacea,dataset,True,,,
Nectopsyche,sib_caldas,False,56df1e5683c45700544e3c4b,,https://live.staticflickr.com/7351/16248395120_ef5bedff71_k.jpg
Necyria bellona,dataset,True,,,
Nephrolepis cordifolia,sib_caldas|sib_caldas,False,56e8442f83c45700544e440b,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Nephrolepis_cordifolia1.jpg
Nertera granadensis,dataset|sib_caldas,True,56de80e383c45700544e3c2c,,https://inaturalist-open-data.s3.amazonaws.com/photos/179909907/large.jpeg
Nerthra,sib_caldas,False,56df232e83c45700544e3c4f,,https://inaturalist-open-data.s3.amazonaws.com/photos/6203055/original.jpeg
Niphogeton ternata,sib_caldas,False,56de83c583c45700544e3c2e,,https://inaturalist-open-data.s3.amazonaws.com/photos/173864585/original.jpg
Noctilio albiventris,sib_caldas,False,56c95142f0106c67230e7440,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/5379644/original.jpeg
Nomonyx dominicus,sib_caldas,False,56c788d9f0106c67230e73f1,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/e/e5/Masked_duck_%28Nomonyx_dominicus%29.jpg
Noticastrum marginatum,sib_caldas,False,56de866b83c45700544e3c2f,,https://inaturalist-open-data.s3.amazonaws.com/photos/131615023/original.jpeg
Notiochelidon cyanoleuca,dataset,True,,,
Notiochelidon murina,dataset,True,,,
Nyctibius griseus,dataset,True,,,
Nycticorax nycticorax,dataset|sib_caldas,True,56c7b0f9f0106c67230e73ff,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/5/52/Bihoreau_Gris_3.jpg
Nymphargus grandisonae,dataset|sib_caldas,True,652608674f37a0c80fda2bf7,,https://inaturalist-open-data.s3.amazonaws.com/photos/62296345/large.jpeg
Nymphargus rosada,sib_caldas,False,567391eef289f5a40c0cd31f,Vulnerable (VU),
Nymphargus spilotus,sib_caldas,False,652fefdb7db8e45bbca9c4e4,Datos insuficientes (DD),
Ochthoeca cinnamomeiventris,dataset|sib_caldas,True,56c7af0cf0106c67230e73fd,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/110261137/original.jpeg
Ochthoeca diadema,dataset|sib_caldas,True,56c7adc4f0106c67230e73fc,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/2/2c/Chat_in_hand.JPG
Ochthoeca frontalis,dataset,True,,,
Ochthoeca fumicolor,dataset|sib_caldas,True,56cbbdac207ecea54a561e00,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/7/7f/OchthoecaFumicolorWolf.jpg
Ochthoeca rufipectoralis,dataset|sib_caldas,True,56cbc31a207ecea54a561e02,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/110114506/original.jpeg
Ocreatus underwoodii,dataset,True,,,
Odocoileus virginianus,sib_caldas,False,56c8abddf0106c67230e7435,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/e/e4/Deer_running.jpg
Odontomachus erythrocephalus,dataset,True,,,
Oecetis,sib_caldas,False,56df2ef683c45700544e3c56,,https://live.staticflickr.com/8645/16217173047_61d19e92bc_b.jpg
Oenocarpus minor,sib_caldas,False,63dbb4a9b462732e41463e79,,
Ognorhynchus icterotis,dataset|sib_caldas,True,56d63a873c16479905cba90a,En peligro crítico (CR),https://static.inaturalist.org/photos/97396269/original.jpg
Oncidium cultratum,dataset,True,,,
Oncidium lehmannii,dataset,True,,,
Oncidium luteopurpureum,dataset,True,,,
Oncidium ornithorhynchum,dataset,True,,,
Oncorhynchus mykiss,sib_caldas,False,593ecdbe2f4fd7bc7f38a747,,https://inaturalist-open-data.s3.amazonaws.com/photos/175575119/original.jpeg
Ontherus incisus,sib_caldas,False,56e80cc983c45700544e4337,,http://repository.humboldt.org.co/bitstream/handle/20.500.11761/3158/12892.jpg
Ontherus lunicollis,sib_caldas,False,56e8133583c45700544e435a,,https://repository.humboldt.org.co/bitstream/handle/20.500.11761/3018/21442.jpg
Onthophagus marginicollis,sib_caldas,False,56e80f3e83c45700544e4343,,https://scarabaeinae.myspecies.info/sites/scarabaeinae.myspecies.info/files/styles/large/public/onthophagus_marginicollis_6.0mm.jpg?itok=1WgCqgdI
Opaon varicolor,dataset,True,,,
Opisthacanthus elatus,sib_caldas,False,56e3048b83c45700544e3da0,Casi amenazado (NT),https://inaturalist-open-data.s3.amazonaws.com/photos/34798/large.jpg
Opsiphanes quiteria,dataset,True,,,
Oreochromis niloticus,sib_caldas,False,593f5b232f4fd7bc7f38b39d,,http://upload.wikimedia.org/wikipedia/commons/b/b3/Oreochromis-niloticus-Nairobi.JPG
Oreopanax glabrifolius,sib_caldas,False,63d9cdd0bbc75de619b0a7f4,,
Oressinoma typhla,dataset,True,,,
Oritrophium peruvianum,sib_caldas,False,56de8b4a83c45700544e3c33,,https://inaturalist-open-data.s3.amazonaws.com/photos/118731078/original.jpeg
Orochelidon murina,sib_caldas,False,56cbc936207ecea54a561e04,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/177385498/original.jpg
Ortalis columbiana,dataset,True,,,
Orthrosanthus chimboracensis,dataset,True,,,
Oxypogon stubelii,sib_caldas,False,5e3c6e6a7312d26d51df5d88,,https://inaturalist-open-data.s3.amazonaws.com/photos/178199456/large.jpeg
Oxypogon stuebelii,dataset,True,,,
Oxyrhopus petolarius,dataset,True,,,
Oxysternon conspicillatum,dataset,True,,,
Oxyura jamaicensis,sib_caldas,False,56cc6fd3207ecea54a561e2b,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/8/88/Oxyura_jamaicensis_at_Las_Gallinas_Wildlife_Ponds.jpg
Pachira speciosa,sib_caldas,False,56e7913683c45700544e4171,,https://inaturalist-open-data.s3.amazonaws.com/photos/76270386/original.jpg
Pachyramphus polychopterus,dataset,True,,,
Pachyramphus versicolor,sib_caldas,False,56cc74e1207ecea54a561e2e,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/180436666/large.jpeg
Pachystachys lutea,dataset,True,,,
Paepalanthus alpinus,sib_caldas,False,56de8ec283c45700544e3c36,,https://upload.wikimedia.org/wikipedia/commons/9/95/Paepalanthus_alpinus_%281%29.jpg
Palicourea angustifolia,dataset,True,,,
Palicourea colorata,dataset,True,,,
Panaeolus antillarum,sib_caldas,False,62ab6c0bb955ce0c388ad2bb,,https://images.mushroomobserver.org/orig/1491744.jpg
Panaeolus papilionaceus,sib_caldas,False,62ce3d54c1d5220c1be32073,,https://upload.wikimedia.org/wikipedia/commons/6/60/Panaeolus_papilionaceus_-_%28Hoop_petticoat%29_%2833086218010%29.jpg
Pandion haliaetus,dataset|sib_caldas,True,56cc8493207ecea54a561e33,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/0/01/2010-kabini-osprey.jpg
Panicum glutinosum,sib_caldas,False,56e7978f83c45700544e41d3,,https://inaturalist-open-data.s3.amazonaws.com/photos/211443948/original.jpg
Pantherodes pardalaria,dataset,True,,,
Papilio polyxenes,dataset,True,,,
Parachartergus fraternus,sib_caldas,False,56e3269683c45700544e3daa,,https://inaturalist-open-data.s3.amazonaws.com/photos/14805618/original.jpg
Paramastax poecilosoma,dataset,True,,,
Paramastax rosenbergi,dataset,True,,,
Paraponera clavata,sib_caldas,False,56e808a383c45700544e4323,,http://upload.wikimedia.org/wikipedia/commons/c/cb/Paraponera_clavata.jpg
Parataygetis lineata,dataset,True,,,
Paratrechina fulva,sib_caldas,False,593e104b2f4fd7bc7f389e54,,https://inaturalist-open-data.s3.amazonaws.com/photos/58825077/large.jpg
Pareuptychia hesione,dataset,True,,,
Pareuptychia metaleuca,dataset,True,,,
Parides erithalion,dataset,True,,,
Parkesia noveboracensis,sib_caldas,False,56cc8e84207ecea54a561e36,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/b/b4/Northern_Waterthrush%2C_Parkesia_noveboracensis.jpg
Parodon magdalenensis,sib_caldas,False,59d50ed15f369343442fb213,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/104061707/original.jpeg
Passiflora adenopoda,dataset,True,,,
Passiflora alata,dataset,True,,,
Passiflora alnifolia,dataset,True,,,
Passiflora antioquiensis,dataset,True,,,
Passiflora apoda,dataset,True,,,
Passiflora capsularis,dataset,True,,,
Passiflora cisnana,dataset,True,,,
Passiflora coriacea,dataset,True,,,
Passiflora cumbalensis,dataset|sib_caldas,True,56df261583c45700544e3c51,,https://inaturalist-open-data.s3.amazonaws.com/photos/176567747/original.jpg
Passiflora cuspidifolia,dataset,True,,,
Passiflora magdalenae,sib_caldas,False,56702ddbf289f5a40c0cd2c4,Vulnerable (VU),https://inaturalist-open-data.s3.amazonaws.com/photos/40572537/original.jpeg
Passiflora maliformis,dataset,True,,,
Passiflora mixta,dataset|sib_caldas,True,56df279883c45700544e3c53,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/6/67/Taksu_Passiflora_Mixta.JPG
Passiflora mollissima,sib_caldas,False,56e8442f83c45700544e440c,,https://inaturalist-open-data.s3.amazonaws.com/photos/178623152/original.jpeg
Passiflora suberosa,dataset,True,,,
Passiflora tribolophylla,dataset,True,,,
Passiflora vitifolia,dataset,True,,,
Patagioenas cayennensis,dataset,True,,,
Patagioenas fasciata,dataset|sib_caldas,True,56cc9488207ecea54a561e38,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/b/ba/Patagioenas_fasciata_-San_Luis_Obispo%2C_California%2C_USA-8_%281%29.jpg
Pedaliodes peucestas,dataset,True,,,
Pedaliodes phaedra,dataset,True,,,
Pelecinus polyturator,dataset,True,,,
Penelope montagnii,dataset,True,,,
Pentacalia andicola,sib_caldas,False,56df401483c45700544e3c5a,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Pentacalia_andicola_2.jpg
Pentacalia gelida,sib_caldas,False,5b58ac01f0d3bfe030572543,,https://medialib.naturalis.nl/file/id/U.1143327/format/large
Pentacalia vaccinioides,sib_caldas,False,56df49b383c45700544e3c5e,,https://static.inaturalist.org/photos/49623966/large.jpeg
Peperomia hartwegiana,sib_caldas,False,56df7d8983c45700544e3c80,,https://inaturalist-open-data.s3.amazonaws.com/photos/157631802/large.jpg
Peperomia ilaloensis,sib_caldas,False,56e7923e83c45700544e417d,,https://inaturalist-open-data.s3.amazonaws.com/photos/149770545/large.jpeg
Peperomia rotundifolia,dataset,True,,,
Perisama bonplandii,dataset,True,,,
Perisama humboldtii,dataset,True,,,
Perisama lebasii,dataset,True,,,
Perisama oppelii,dataset,True,,,
Pernettya prostrata,sib_caldas,False,56df822983c45700544e3c85,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Gaultheria_myrsinoides_4.jpg
Persea americana,sib_caldas,False,56e7928683c45700544e4181,,http://upload.wikimedia.org/wikipedia/commons/f/f2/Persea_americana_fruit_2.JPG
Persea caerulea,sib_caldas,False,56e3e38683c45700544e3e0d,,https://inaturalist-open-data.s3.amazonaws.com/photos/111638516/original.jpg
Persicaria capitata,dataset,True,,,
Persicaria nepalensis,dataset,True,,,
Phaethornis guy,dataset,True,,,
Phalacrocorax brasilianus,dataset|sib_caldas,True,56ccc6de207ecea54a561e42,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/0/0e/Phalacrocorax_brasilianus_%28Costa_Rica%29.jpg
Pharomachrus auriceps,dataset,True,,,
Pheucticus aureoventris,sib_caldas,False,56cccc56207ecea54a561e45,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/175945586/original.jpg
Pheucticus ludovicianus,dataset|sib_caldas,True,56ccd292207ecea54a561e47,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/5/56/Pheucticus_ludovicianus_CT2.jpg
Pheugopedius sclateri,dataset,True,,,
Philodendron longirrhizum,sib_caldas,False,5fe0e0dda1cbeda25bdad8e4,No evaluado (NE),https://inaturalist-open-data.s3.amazonaws.com/photos/37463296/original.jpeg
Phimosus infuscatus,dataset,True,,,
Phobetron hipparchia,dataset,True,,,
Phoenicopterus ruber,sib_caldas,False,5e3b48fd7312d26d51df5a05,,https://upload.wikimedia.org/wikipedia/commons/5/59/American_flamingos_%284228246383%29.jpg
Pholidobolus celsiae,dataset,True,,,
Pholidostachys sanluisensis,sib_caldas,False,567093f7f289f5a40c0cd2ff,,http://sweetgum.nybg.org/images3/1062/431/01287851-01.jpg
Phoneutria depilata,dataset,True,,,
Phrygilus unicolor,sib_caldas,False,56cce3b4207ecea54a561e4c,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/122075858/original.jpg
Phyllogomphoides,sib_caldas,False,56df39b983c45700544e3c58,,https://inaturalist-open-data.s3.amazonaws.com/photos/172834170/large.jpeg
Phylloicus,sib_caldas,False,56df3f5e83c45700544e3c59,,https://inaturalist-open-data.s3.amazonaws.com/photos/138898209/large.jpg
Phyllomyias uropygialis,sib_caldas,False,56cce762207ecea54a561e4f,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/106872151/original.jpg
Phytolacca bogotensis,dataset,True,,,
Phytolacca rivinoides,dataset,True,,,
Phytolacca rugosa,dataset,True,,,
Piaya cayana,dataset|sib_caldas,True,56cceb33207ecea54a561e50,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/2/27/Flickr_-_Dario_Sanches_-_ALMA-DE-GATO_%28Piaya_cayana%29.jpg
Picumnus granadensis,dataset,True,,,
Pionus chalcopterus,dataset,True,,,
Pionus menstruus,dataset,True,,,
Piper aequale,sib_caldas,False,56e793fa83c45700544e419a,,https://inaturalist-open-data.s3.amazonaws.com/photos/83670736/large.jpeg
Piper arboreum,sib_caldas,False,56e7949383c45700544e41a7,No evaluado (NE),https://inaturalist-open-data.s3.amazonaws.com/photos/107846140/original.jpg
Piper auritum,sib_caldas,False,56e794c283c45700544e41ad,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/178121979/original.jpg
Piper bredemeyeri,sib_caldas,False,56e7954183c45700544e41b5,,https://inaturalist-open-data.s3.amazonaws.com/photos/102520453/large.jpeg
Piper grande,sib_caldas,False,5fdd0c1031e460892f3f3716,,https://fm-digital-assets.fieldmuseum.org/168/896/PIPE_pipe_gran_652727.jpg
Piper lanceifolium,dataset,True,,,
Piper maranyonense,sib_caldas,False,56e7965d83c45700544e41c3,,https://fm-digital-assets.fieldmuseum.org/180/184/PIPE_pipe_mara_1892829.jpg
Piper marginatum,sib_caldas,False,56e7968383c45700544e41c5,No evaluado (NE),https://static.inaturalist.org/photos/111662051/original.jpg
Piper peltatum,dataset,True,,,
Piper reticulatum,sib_caldas,False,56e7971283c45700544e41cd,,https://inaturalist-open-data.s3.amazonaws.com/photos/175000435/large.jpeg
Piper tuberculatum,sib_caldas,False,56e7975283c45700544e41cf,,https://inaturalist-open-data.s3.amazonaws.com/photos/173751963/large.jpeg
Pipra erythrocephala,dataset,True,,,
Pipraeidea melanonota,sib_caldas,False,56ccf2f7207ecea54a561e58,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/169925726/large.jpg
Pipreola arcuata,dataset,True,,,
Pipreola jucunda,dataset,True,,,
Pipreola riefferii,dataset|sib_caldas,True,56ccf7d8207ecea54a561e59,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/174748551/original.jpeg
Piranga flava,dataset,True,,,
Piranga olivacea,sib_caldas,False,56ccfc22207ecea54a561e5b,,http://upload.wikimedia.org/wikipedia/commons/9/96/Piranga_olivacea1.jpg
Piranga rubra,dataset|sib_caldas,True,56cd0550207ecea54a561e5c,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/0/09/Summer_Tanager_male_hephzibah.jpg
Pistia stratiotes,sib_caldas,False,56e7980683c45700544e41db,,
Pitangus sulphuratus,dataset|sib_caldas,True,56cd0cdf207ecea54a561e5e,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/174579600/original.jpeg
Pitcairnia alversonii,sib_caldas,False,61c758f349476e9c032fef90,,https://herbariovaa.org/imglib/neotrop/misc/201407/index_1405661224_web.jpg
Pitcairnia bicolor,sib_caldas,False,61c7675e2d636d190805d8c2,,http://sweetgum.nybg.org/images3/1269/285/02058292.jpg
Pitcairnia fluvialis,sib_caldas,False,61c7705d5d23f1e80b5ea2c2,,https://inaturalist-open-data.s3.amazonaws.com/photos/7077529/original.jpg
Plantago rigida,sib_caldas,False,56df8adb83c45700544e3c8c,,https://inaturalist-open-data.s3.amazonaws.com/photos/178199076/original.jpeg
Pleroma urvilleanum,dataset,True,,,
Pleurothallis cordata,dataset,True,,,
Pleurothallis matudana,dataset,True,,,
Pleurothallis phalangifera,dataset,True,,,
Pleurothallis pulvinaris,dataset,True,,,
Pleurothallis tetragona,dataset,True,,,
Pleurotus djamor,sib_caldas,False,62a9352159fb6e2e1c806644,,https://images.mushroomobserver.org/orig/1452237.jpg
Pleurotus ostreatus,sib_caldas,False,62a2704377771be548c4e10c,,https://images.mushroomobserver.org/orig/1537464.jpg
Plutarchia minor,sib_caldas,False,5b59d7eaf0d3bfe03057301e,,https://fm-digital-assets.fieldmuseum.org/56/244/V0055485F.jpg
Plutarchia monantha,sib_caldas,False,5b59dad0f0d3bfe0305730ce,,https://medialib.naturalis.nl/file/id/U.1277885/format/large
Plutarchia rigida,sib_caldas,False,5b59de1bf0d3bfe0305731a4,,http://sweetgum.nybg.org/images3/1720/022/02436680.jpg
Podilymbus podiceps,sib_caldas,False,56cd2488207ecea54a561e66,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/8/8c/Podilymbus-podiceps-001.jpg
Podocnemis lewyana,sib_caldas,False,5670695cf289f5a40c0cd2d6,En peligro crítico (CR),https://inaturalist-open-data.s3.amazonaws.com/photos/154296141/original.jpeg
Podotricha judith,dataset,True,,,
Poecilotriccus ruficeps,dataset,True,,,
Polistes carnifex,dataset,True,,,
Polistes erythrocephalus,dataset,True,,,
Polybia raui raui,sib_caldas,False,56e43e5883c45700544e3e26,,
Polychrus marmoratus,sib_caldas,False,56d530bb3c16479905cba8ef,,http://upload.wikimedia.org/wikipedia/commons/f/fb/Polychrus_marmoratus.jpg
Polyplectropus,sib_caldas,False,56df46d083c45700544e3c5c,,https://images.phylopic.org/images/d04ff776-292a-4181-a7d9-117a7036a348/raster/1024x887.png
Ponthieva fertilis,dataset,True,,,
Porphyrio martinica,dataset,True,,,
Porphyrio martinicus,sib_caldas,False,56cd2959207ecea54a561e6b,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/0/01/American_Purple_Gallinule_walking.jpg
Porphyrobaphe iris,dataset,True,,,
Porzana carolina,sib_caldas,False,56cd319b207ecea54a561e71,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/2/2d/Sora_%28Porzana_carolina%29.jpg
Potentilla indica,dataset,True,,,
Potos flavus,dataset,True,,,
Pourouma bicolor,sib_caldas,False,56e3e91983c45700544e3e11,,https://inaturalist-open-data.s3.amazonaws.com/photos/51431001/original.jpg
Pristimantis achatinus,dataset,True,,,
Pristimantis boulengeri,sib_caldas,False,5de06434d4f902964bc06c5a,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/62669294/original.jpg
Pristimantis paisa,sib_caldas,False,5de0770ac9522ac24c8aa7dc,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/173737979/large.jpeg
Pristimantis simoterus,sib_caldas,False,5de09d941f8f05a54f2f962c,Casi amenazado (NT),https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Pristimantis_simoterus.jpg/640px-Pristimantis_simoterus.jpg
Pristimantis thectopternus,dataset,True,,,
Pristimantis viejas,sib_caldas,False,56d4c1443c16479905cba8be,,https://inaturalist-open-data.s3.amazonaws.com/photos/43967545/original.jpg
