scientific_name,sources,in_cnn_dataset,sib_id,threat_status,thumbnail_url
Eriocnemis vestita,sib_caldas,False,56c74cecf0106c67230e73e8,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/116002447/original.jpeg
Eriophora edax,dataset,True,,,
Eryngium foetidum,sib_caldas,False,63f8094adb75f2972c478fb4,,
Eryngium humile,sib_caldas,False,56d7a5883c16479905cba92e,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/b/b0/Eryngium_humile_1.jpg
Eryphanis lycomedon,dataset,True,,,
Erythemis vesiculosa,sib_caldas,False,56e1b07683c45700544e3d2c,,https://inaturalist-open-data.s3.amazonaws.com/photos/179940452/large.jpeg
Erythrodiplax umbrata,sib_caldas,False,56e1ba1f83c45700544e3d31,,http://upload.wikimedia.org/wikipedia/commons/0/0c/Female_Erythrodiplax_umbrata_%282%29.JPG
Erythrolamprus bizona,dataset|sib_caldas,True,56cc803f207ecea54a561e31,,https://inaturalist-open-data.s3.amazonaws.com/photos/175247516/original.jpeg
Erythrolamprus epinephalus,dataset,True,,,
Erythrolamprus epinephelus,dataset,True,,,
Espadarana prosoblepon,dataset|sib_caldas,True,6542a7dbd0e558e7924d4a22,,https://inaturalist-open-data.s3.amazonaws.com/photos/276580740/large.jpg
Espeletia argentea,sib_caldas,False,56d7bbd53c16479905cba93b,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/1/1e/Espeletia_argentea_1.jpg
Espeletia hartwegiana,dataset|sib_caldas,True,56d7c6c53c16479905cba944,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/150420911/large.jpeg
Espeletia pycnophylla,sib_caldas,False,56d7ca953c16479905cba946,Preocupación menor (LC),https://natusfera.gbif.es/attachments/local_photos/files/12336/large/P1070953.jpg
Eubucco bourcierii,dataset,True,,,
Eudocima procus,dataset,True,,,
Eueides procula,dataset,True,,,
Eulaema cingulata,dataset,True,,,
Eulaema meriana,dataset,True,,,
Eulaema polychroma,dataset,True,,,
Euphonia cyanocephala,dataset,True,,,
Euphonia laniirostris,dataset,True,,,
Euphonia trinitatis,sib_caldas,False,56e79af283c45700544e4212,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/178963659/large.jpg
Euphonia xanthogaster,dataset,True,,,
Euphorbia hirta,dataset,True,,,
Euptychoides saturnus,dataset,True,,,
Euryglottis aper,dataset,True,,,
Falco femoralis,sib_caldas,False,56d8c1e33c16479905cba979,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/4/40/Falco_femoralis%2C_Las_Lajitas%2C_Salta%2C_Argentina.jpg
Falco peregrinus,sib_caldas,False,56c764eaf0106c67230e73eb,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/9/9f/Falco_peregrinus_-Nova_Scotia%2C_Canada_-eating-8.jpg
Falco sparverius,dataset|sib_caldas,True,56c769ddf0106c67230e73ec,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/a/a5/American_Kestrel_%28Falco_sparverius%29_%283399138539%29.jpg
Favolus tenuiculus,sib_caldas,False,63b4e0dd5db8545b5ada24f0,,https://upload.wikimedia.org/wikipedia/commons/1/16/Favolus_tenuiculus_P.Beauv._%288727480997%29.jpg
Felis catus,sib_caldas,False,56c5e3a7f0106c67230e73ad,,http://upload.wikimedia.org/wikipedia/commons/0/0b/Cat_poster_1.jpg
Ficus maxima,sib_caldas,False,5feded39cea37ebd1002eadf,,https://inaturalist-open-data.s3.amazonaws.com/photos/3749534/original.jpg
Florisuga mellivora,dataset,True,,,
Fluvicola pica,dataset,True,,,
Fontinalis bogotensis,sib_caldas,False,61c50659dc31718d3cbbf53f,,http://mediaphoto.mnhn.fr/media/1446574434520lbt1yvlSxlykaxfA
Forpus conspicillatus,dataset|sib_caldas,True,56c76fc3f0106c67230e73ed,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/4/47/Forpus_conspicillatus_-Colombia_-pair-8-3c.jpg
Fuchsia boliviana,dataset,True,,,
Fuchsia nigricans,dataset,True,,,
Fuchsia petiolaris,dataset|sib_caldas,True,56d7dc613c16479905cba950,,https://inaturalist-open-data.s3.amazonaws.com/photos/174261717/original.jpg
Gaiadendron punctatum,dataset,True,,,
Galbula ruficauda,sib_caldas,False,56e7a1a483c45700544e4260,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/2/2d/Rufous-tailed_Jacamars_-_Parque_Nacional_Natural_Tayrona_09.jpg
Galium hypocarpium,dataset|sib_caldas,True,56d7dd443c16479905cba951,,https://inaturalist-open-data.s3.amazonaws.com/photos/179204735/large.jpeg
Gallinago nobilis,sib_caldas,False,56c7893af0106c67230e73f2,Casi amenazado (NT),https://inaturalist-open-data.s3.amazonaws.com/photos/236794522/original.jpeg
Gallinula chloropus,dataset,True,,,
Gasteracantha cancriformis,dataset,True,,,
Gaultheria anastomosans,sib_caldas,False,5fe37b39ebde75d17ee6f92d,No evaluado (NE),https://upload.wikimedia.org/wikipedia/commons/5/54/Gaultheria_anastomosans_3.jpg
Gaultheria myrsinoides,dataset,True,,,
Gaultheria sclerophylla,sib_caldas,False,56d7e2bb3c16479905cba955,,https://inaturalist-open-data.s3.amazonaws.com/photos/103700605/original.jpeg
Geastrum saccatum,sib_caldas,False,63b4ef8711b934525fa6085d,,https://images.mushroomobserver.org/orig/1490124.jpg
Gelastocoris,sib_caldas,False,56de152283c45700544e3bf9,,https://inaturalist-open-data.s3.amazonaws.com/photos/178192165/large.jpg
Gentiana sedifolia,dataset|sib_caldas,True,56d7e64c3c16479905cba957,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Ecuador-063.jpg
Geonoma maxima,sib_caldas,False,56e33c3383c45700544e3dbb,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/74368139/large.jpeg
Geonoma undata,dataset|sib_caldas,True,56d931133c16479905cba993,Casi amenazado (NT),https://upload.wikimedia.org/wikipedia/commons/c/cf/Geonoma_undata_Kerikeri_NZ.jpg
Geospizopsis unicolor,dataset,True,,,
Geothlypis philadelphia,sib_caldas,False,56c78943f0106c67230e73f3,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/1/16/Geothlypis_philadelphia_St_Louis_Missouri.jpg
Geranium sibbaldioides,sib_caldas,False,56d936433c16479905cba995,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/107500834/original.jpeg
Geranoaetus albicaudatus,sib_caldas,False,56e7801283c45700544e405a,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/3/35/Buteo_albicaudatus.jpg
Geranoaetus melanoleucus,dataset|sib_caldas,True,56c7b4b2f0106c67230e7405,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/d/d0/Aguila_en_auarahua.jpg
Glaucidium jardinii,sib_caldas,False,56c7bc5ef0106c67230e740f,,https://inaturalist-open-data.s3.amazonaws.com/photos/176713964/original.jpg
Glossoloma schultzei,dataset,True,,,
Golofa eacus,dataset,True,,,
Golofa porteri,dataset,True,,,
Gonatodes albogularis,dataset|sib_caldas,True,56d1c7ef3c16479905cba852,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Gonatodes_albogularis01.jpg
Gonora hyelosioides,dataset,True,,,
Grallaria alvarezi,dataset,True,,,
Grallaria milleri,dataset,True,,,
Grallaria nuchalis,dataset,True,,,
Grallaria quitensis,dataset|sib_caldas,True,56c7c24bf0106c67230e7417,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/7/71/Tawny_Antpitta.jpg
Grallaria ruficapilla,dataset|sib_caldas,True,56c7c4eaf0106c67230e741a,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/f/f5/Grallaria_ruficapilla_-near_Manizales%2C_Caldas%2C_Colombia-8.jpg
Grallaria rufocinerea,dataset,True,,,
Grallaria saturata,dataset,True,,,
Grallaria squamigera,sib_caldas,False,56c7da5ff0106c67230e741f,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/111237136/original.jpg
Grallaricula lineifrons,dataset,True,,,
Grallaricula nana,dataset,True,,,
Graphita griphe,dataset,True,,,
Greigia vulcanica,sib_caldas,False,61c521fca7168c9d430fe1c4,,http://fm-digital-assets.fieldmuseum.org/179/010/BROM_grei_vulc_1853685.jpg
Grumichella,sib_caldas,False,56de187b83c45700544e3bfc,,https://live.staticflickr.com/7401/16251065270_21f2bf768b_b.jpg
Guadua angustifolia,sib_caldas,False,56e785fd83c45700544e40b7,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/122557792/large.jpg
Gustavia gracillima,sib_caldas,False,56d9a69d3c16479905cba9a7,Vulnerable (VU),http://upload.wikimedia.org/wikipedia/commons/5/5f/Gustavia_gracillima.jpg
Guzmania betancurii,sib_caldas,False,61c52cab134519c9449d0cfd,,https://herbariovaa.org/imglib/neotrop/misc/201409/index_1411639476_web.jpg
Guzmania densiflora,sib_caldas,False,61c5e16ec8d38adb4fe174ed,,http://fm-digital-assets.fieldmuseum.org/48/578/V0049817F.jpg
Guzmania diffusa,sib_caldas,False,61c5e2919d9c462f50cd64b6,,https://inaturalist-open-data.s3.amazonaws.com/photos/175077637/original.jpg
Guzmania mosquerae,sib_caldas,False,61c5ea42f7d0fbda52b4a65c,,http://fm-digital-assets.fieldmuseum.org/185/430/BROM_guzm_mosq_per_2022364.jpg
Guzmania multiflora,dataset,True,,,
Guzmania triangularis,dataset,True,,,
Gymnetis pantherina,dataset,True,,,
Gymnopus dryophilus,sib_caldas,False,63b308c1b30e341210028806,,https://images.mushroomobserver.org/orig/1531413.jpg
Hafferia immaculata,dataset,True,,,
Halictus ligatus,dataset,True,,,
Handroanthus chrysanthus,sib_caldas,False,5ff0b5a0a31867213a68a8ff,No evaluado (NE),https://inaturalist-open-data.s3.amazonaws.com/photos/176371080/original.jpeg
Handroanthus serratifolius,sib_caldas,False,56e34d7083c45700544e3dc9,No evaluado (NE),https://inaturalist-open-data.s3.amazonaws.com/photos/21509637/large.jpg
Hapalopsittaca amazonina,dataset,True,,,
Haplospiza rustica,sib_caldas,False,56c7dfeaf0106c67230e7420,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/6/6d/Haplospiza-rustica-002.jpg
Harmonia axyridis,dataset,True,,,
Harpagus bidentatus,sib_caldas,False,56e7813083c45700544e406a,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/180418136/large.jpeg
Harpia harpyja,sib_caldas,False,56e7816a83c45700544e406d,Casi amenazado (NT),https://upload.wikimedia.org/wikipedia/commons/f/fb/Harpia_chega_ao_ninho_com_um_macaco-prego.jpg
Hedychium coronarium,dataset|sib_caldas,True,56e7860c83c45700544e40b9,,
Heliangelus exortis,dataset|sib_caldas,True,56c9d3f9f0106c67230e7449,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/b/bf/Tourmaline_Sunangel_RWD2b.jpg
Helichrysum graveolens,sib_caldas,False,56d9abfd3c16479905cba9af,,https://inaturalist-open-data.s3.amazonaws.com/photos/217397188/original.jpeg
Heliconia bihai,dataset,True,,,
Heliconia burleana,dataset,True,,,
Heliconia griggsiana,dataset|sib_caldas,True,56e3864e83c45700544e3df4,,https://inaturalist-open-data.s3.amazonaws.com/photos/174833482/original.jpeg
Heliconia latispatha,dataset,True,,,
Heliconia longa,sib_caldas,False,56e38d7283c45700544e3df8,,https://inaturalist-open-data.s3.amazonaws.com/photos/183251067/original.jpeg
Heliconia spathocircinata,sib_caldas,False,56e4ece783c45700544e3e65,,https://inaturalist-open-data.s3.amazonaws.com/photos/176248980/large.jpg
Heliconius charithonia,dataset,True,,,
Heliconius clysonymus,dataset,True,,,
Heliconius cydno,dataset,True,,,
Heliconius doris,dataset,True,,,
Heliconius eleuchia,dataset,True,,,
Heliconius erato,dataset,True,,,
Helicopsyche,sib_caldas,False,56de1b4283c45700544e3bff,,https://inaturalist-open-data.s3.amazonaws.com/photos/164696218/large.jpg
Heliodoxa imperatrix,dataset,True,,,
Heliodoxa rubinoides,dataset,True,,,
Heliomaster longirostris,dataset,True,,,
Heliothryx barroti,sib_caldas,False,56e2166583c45700544e3d61,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/137090453/original.jpg
Helix aspersa,sib_caldas,False,59723e4b2f4fd7bc7f3a7f80,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Caracol_snail_Galicia.jpg
Hellmayrea gularis,dataset|sib_caldas,True,56c9dc7cf0106c67230e744a,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/c/ce/Hellmayrea_gularis_-_White-browed_Spinetail.jpg
Hemerodromia,sib_caldas,False,56de1e6d83c45700544e3c02,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hemerodromia_adulatoria%2C_Trawscoed%2C_North_Wales%2C_July_2015_-_Flickr_-_janetgraham84.jpg/1024px-Hemerodromia_adulatoria%2C_Trawscoed%2C_North_Wales%2C_July_2015_-_Flickr_-_janetgraham84.jpg
Hemibrycon raqueliae,sib_caldas,False,59d649985f369343442fc9af,,https://images.phylopic.org/images/35dac003-e0f9-4f52-970c-2c42d5efb719/raster/1024x473.png
Hemidactylus frenatus,dataset|sib_caldas,True,56d20fcd3c16479905cba85d,,http://upload.wikimedia.org/wikipedia/commons/1/14/Hemidactylus_frenatus.jpg
Hemiphractus johnsoni,sib_caldas,False,56d217e73c16479905cba85f,Preocupación menor (LC),https://animaldiversity.org/collections/contributors/phil_myers/classic/bird2_131/medium.jpg
Hemispingus superciliaris,sib_caldas,False,56c9e13bf0106c67230e744b,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/174562473/original.jpeg
Hemispingus verticalis,sib_caldas,False,56c9e580f0106c67230e744c,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/133224695/original.jpg
Hemithraupis guira,dataset,True,,,
Henicorhina leucophrys,sib_caldas,False,56c9ea3af0106c67230e744d,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/a/a3/Henicorhina_leucophyrs.jpg
Hermeuptychia harmonia,dataset,True,,,
Herpetotheres cachinnans,dataset,True,,,
Herpothallon rubrocinctum,dataset,True,,,
Hetaerina,sib_caldas,False,56de287c83c45700544e3c05,,https://inaturalist-open-data.s3.amazonaws.com/photos/180489544/large.jpg
Heterelmis,sib_caldas,False,56de2b9183c45700544e3c08,,https://inaturalist-open-data.s3.amazonaws.com/photos/148957685/original.jpg
Heterodermia albicans,sib_caldas,False,63acd5f24c38714ff0e687bc,,https://static.inaturalist.org/photos/12387046/original.jpeg
Heterogomphus mniszechi,dataset,True,,,
Heterogomphus schoenherri,dataset,True,,,
Hexagonia hydnoides,sib_caldas,False,63b309a1b30e341210028947,,https://inaturalist-open-data.s3.amazonaws.com/photos/128650402/original.jpg
Hirtella americana,sib_caldas,False,5919e0e8f827bf0c0ced74e8,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/113029790/original.jpg
Hirundo rustica,sib_caldas,False,56c9ef66f0106c67230e744e,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/0/02/2013.06.23.-11-Wesenberg-Rauchschwalbe.jpg
Huperzia reflexa,sib_caldas,False,56e5b63583c45700544e3e7d,,https://herbario.jbb.gov.co/images/herImages/photos/JBB10261.jpg
Hydrocotyle lehmannii,sib_caldas,False,5b57930df0d3bfe03057118f,,http://www.kew.org/herbcatimg/205325.jpg
Hydrometra,sib_caldas,False,56de303a83c45700544e3c09,,https://inaturalist-open-data.s3.amazonaws.com/photos/160236787/large.jpg
Hydroptila,sib_caldas,False,56de345c83c45700544e3c0a,,https://inaturalist-open-data.s3.amazonaws.com/photos/104105309/large.jpg
Hydropus nigrita,sib_caldas,False,63b4f06111b934525fa60a1a,,https://upload.wikimedia.org/wikipedia/commons/d/dc/2014-11-04_Hydropus_nigrita_%28Berk._%26_M.A._Curtis%29_Singer_491095.jpg
Hygrocybe conica,sib_caldas,False,63b4f06911b934525fa60a29,,https://inaturalist-open-data.s3.amazonaws.com/photos/247986893/large.jpg
Hylophilus semibrunneus,dataset,True,,,
Hyloscirtus larinopygion,sib_caldas,False,5de01f2298f9a89a47f74721,,https://inaturalist-open-data.s3.amazonaws.com/photos/116646676/original.jpg
Hyloxalus ramosi,sib_caldas,False,56d4b09d3c16479905cba8ad,Datos insuficientes (DD),https://images.phylopic.org/images/c387bde8-a9de-4101-928b-e99f2a7a33e5/raster/1024x671.png
Hypanartia kefersteini,dataset,True,,,
Hypanartia lethe,dataset,True,,,
Hypopyrrhus pyrohypogaster,dataset,True,,,
Hypotrachyna sinuosa,sib_caldas,False,629fe3c7915f300d3cbb0ca6,,https://storage.googleapis.com/mo-image-archive-bucket/orig/456655.jpg
Hyptis capitata,sib_caldas,False,5949ebd72f4fd7bc7f3982e9,,http://upload.wikimedia.org/wikipedia/commons/9/96/Hyptis_capitata_07.JPG
Icterus chrysater,dataset|sib_caldas,True,56c9f6e2f0106c67230e744f,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/a/ae/Toche_Pareja.jpg
Icterus icterus,sib_caldas,False,56c9fee4f0106c67230e7451,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/c/c7/Curacao-Icterus-Icterus-2013.JPG
Icterus nigrogularis,dataset|sib_caldas,True,56ca060af0106c67230e7452,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/d/d6/Icterus_nigrogularis_2.jpg
Iguana iguana,dataset|sib_caldas,True,56d44e983c16479905cba87c,,http://upload.wikimedia.org/wikipedia/commons/4/4d/Green_iguana_on_branch.jpg
Imantodes cenchoa,dataset,True,,,
Impatiens walleriana,dataset,True,,,
Inga sapindoides,sib_caldas,False,56db61433c16479905cba9e9,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/183261656/original.jpeg
Inga semialata,sib_caldas,False,56db6b113c16479905cba9eb,,https://live.staticflickr.com/8640/16528847137_454972f8ae_o.jpg
Ipomoea batatas,dataset,True,,,
Ipomoea indica,dataset,True,,,
Ipomoea purpurea,dataset,True,,,
Iriartea deltoidea,sib_caldas,False,56e6f72083c45700544e3eda,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/a/ad/Iriartea_deltoidea_049.jpg
Iridosornis porphyrocephalus,dataset,True,,,
Iridosornis rufivertex,dataset,True,,,
Ithomia iphianassa,dataset,True,,,
Ixobrychus exilis,sib_caldas,False,56ca0b34f0106c67230e7453,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/152304641/original.jpg
Jabiru mycteria,sib_caldas,False,56e79b7183c45700544e421f,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/c/c0/Jabiru_Mato_Grosso_Pantanal_Brazil-3.jpg
Jacana jacana,dataset,True,,,
Jacaranda caucana,sib_caldas,False,56e787e883c45700544e40da,Preocupación menor (LC),https://static.inaturalist.org/photos/68839916/large.jpeg
Jacaranda hesperia,sib_caldas,False,5ff0e45dc6eb71433eefdc84,Preocupación menor (LC),http://fm-digital-assets.fieldmuseum.org/1559/946/V0430288F.jpg
Janatella fellula,dataset,True,,,
Juglans neotropica,dataset,True,,,
Junonia evarete,dataset,True,,,
Kinosternon leucostomum,dataset|sib_caldas,True,56d97f1c3c16479905cba999,,http://upload.wikimedia.org/wikipedia/commons/4/41/CinosternonLeucostomum.jpg
Kleinothraupis atropileus,dataset,True,,,
Kohleria affinis,dataset,True,,,
Kohleria inaequalis,dataset,True,,,
Kohleria spicata,dataset,True,,,
Kohleria warszewiczii,dataset,True,,,
Kukulcania hibernalis,dataset,True,,,
Laccaria laccata,sib_caldas,False,63b30d35b30e341210028a21,,https://images.mushroomobserver.org/orig/1511511.jpg
Lachemilla orbiculata,sib_caldas,False,56da6e823c16479905cba9dc,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Aullar%C3%ADn_%28Lachemilla_orbiculata%29.jpg
Laestadia muscicola,sib_caldas,False,56da6fc33c16479905cba9dd,,https://fm-digital-assets.fieldmuseum.org/1536/058/V0417547F.jpg
Laetia americana,sib_caldas,False,56db94663c16479905cba9ee,,https://inaturalist-open-data.s3.amazonaws.com/photos/152289769/large.jpeg
Lafoensia acuminata,sib_caldas,False,607b7a155d2637cf57d0d061,,https://inaturalist-open-data.s3.amazonaws.com/photos/179735850/original.jpg
Lafresnaya lafresnayi,dataset|sib_caldas,True,56ca18b6f0106c67230e7455,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/173429098/large.jpg
Lampropeltis triangulum,sib_caldas,False,56cd0d01207ecea54a561e5f,,https://inaturalist-open-data.s3.amazonaws.com/photos/161737209/large.jpeg
Langucys nigropuncta,dataset,True,,,
Lasiophila prosymna,dataset,True,,,
Leiothlypis peregrina,sib_caldas,False,56ca1d87f0106c67230e7456,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/a/a5/8G7D4136.jpg
Lentinus flexipes,dataset,True,,,
Lentinus swartzii,sib_caldas,False,62cc7b295bc3c336082bd991,,https://storage.googleapis.com/mo-image-archive-bucket/orig/313197.jpg
Leopardus pardalis,sib_caldas,False,56c66192f0106c67230e73be,Preocupación menor (LC),
Lepanthes dunstervilleorum,dataset,True,,,
Lepanthes gargantua,dataset,True,,,
Lepanthes jardinensis,dataset,True,,,
Lepanthes mucronata,dataset,True,,,
Lepanthes tachirensis,dataset,True,,,
Lepidocolaptes lacrymiger,dataset,True,,,
Lepidocolaptes souleyetii,dataset,True,,,
Leptasthenura andicola,sib_caldas,False,56ca344ff0106c67230e7458,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/156595900/original.jpg
Leptodeira ornata,dataset,True,,,
Leptohyphes,sib_caldas,False,56de3db083c45700544e3c0c,,https://images.phylopic.org/images/dc3976ec-e3af-45a2-8016-817f58132c5c/raster/572x1024.png
Leptonema,sib_caldas,False,56de481783c45700544e3c0e,,https://inaturalist-open-data.s3.amazonaws.com/photos/248994732/original.jpeg
Leptophobia aripa,dataset,True,,,
Leptopogon rufipectus,dataset,True,,,
Leptosittaca branickii,dataset|sib_caldas,True,56e7908a83c45700544e416a,Vulnerable (VU),http://upload.wikimedia.org/wikipedia/commons/f/fc/Leptosittaca_branickii_-Tapichalaca_Reserve-8.jpg
Leptotila plumbeiceps,dataset,True,,,
Leptotila verreauxi,sib_caldas,False,56e79b8e83c45700544e4226,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/7/7e/Leptotila_verreauxi_-near_Rancho_Naturalista%2C_Cordillera_de_Talamanca%2C_Costa_Rica-8.jpg
Leucocoprinus birnbaumii,sib_caldas,False,62bcf5515e187d755d901f9e,,https://images.mushroomobserver.org/orig/1481818.jpg
Leuconotopicus fumigatus,dataset,True,,,
Leucopternis princeps,dataset,True,,,
Leucotrichia,sib_caldas,False,56dee7bb83c45700544e3c37,,https://images.phylopic.org/images/d04ff776-292a-4181-a7d9-117a7036a348/raster/1024x887.png
Leuenbergeria bleo,dataset,True,,,
Limnocoris,sib_caldas,False,56deeb3083c45700544e3c38,,https://inaturalist-open-data.s3.amazonaws.com/photos/47300263/original.jpg
Linothele sericata,dataset,True,,,
Lipaugus fuscocinereus,dataset,True,,,
Lissachatina fulica,dataset,True,,,
Lithobates catesbeianus,sib_caldas,False,56dc79833c16479905cba9f9,,https://upload.wikimedia.org/wikipedia/commons/8/8a/American_Bullfrog_Rana_catesbeiana_Side_1800px.jpg
Lonchura malacca,sib_caldas,False,56e639db83c45700544e3ea1,,http://upload.wikimedia.org/wikipedia/commons/2/2f/Black-headed_Munia_I_IMG_7747.jpg
Lontra longicaudis,sib_caldas,False,56c69d96f0106c67230e73d6,Casi amenazado (NT),
Lophostoma silvicolum,sib_caldas,False,56c6a4cef0106c67230e73da,,http://upload.wikimedia.org/wikipedia/commons/7/7d/Lophostoma.jpg
Loricaria complanata,sib_caldas,False,56dbb41f3c16479905cba9f3,,https://medialib.naturalis.nl/file/id/U.1129345/format/large
Lupinus colombiensis,sib_caldas,False,56dbb5123c16479905cba9f4,,https://inaturalist-open-data.s3.amazonaws.com/photos/12849303/original.jpg
Lutrochus,sib_caldas,False,56deef1b83c45700544e3c39,,https://inaturalist-open-data.s3.amazonaws.com/photos/148412594/large.jpeg
Lycomedes hirtipes,dataset,True,,,
Lycoperdon perlatum,sib_caldas,False,62bcf5605e187d755d901ffe,,https://inaturalist-open-data.s3.amazonaws.com/photos/249493943/large.jpg
Lycopodium jussiaei,sib_caldas,False,56dbb7dc3c16479905cba9f6,,https://inaturalist-open-data.s3.amazonaws.com/photos/177753524/large.jpg
Lycopodium thyoides,sib_caldas,False,56dbb9323c16479905cba9f7,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Lycopodium_thyoides_1.jpg
Lycorea cleobaea,dataset,True,,,
Lysipomia muscoides,sib_caldas,False,56de1b8a83c45700544e3c00,,https://inaturalist-open-data.s3.amazonaws.com/photos/65915259/original.jpeg
Mabuya mabouya,sib_caldas,False,56d51bf23c16479905cba8ec,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Mabuya_dominica.jpg
Macara alydda,dataset,True,,,
Machaeropterus deliciosus,dataset,True,,,
Machaeropterus striolatus,dataset,True,,,
Machetornis rixosa,dataset,True,,,
Macleania rupestris,sib_caldas,False,5fe37672bc54e0327e1b1737,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/9/93/Macleania_rupestris_2.jpg
Macrelmis,sib_caldas,False,56def18983c45700544e3c3a,,https://www.flickr.com/photos/nhm_beetle_id/
Macrobrachium,sib_caldas,False,5970b8c12f4fd7bc7f3a61ce,,https://upload.wikimedia.org/wikipedia/commons/2/27/Macrobrachium_carcinus.jpg
Macrostemum,sib_caldas,False,56def3f283c45700544e3c3b,,https://inaturalist-open-data.s3.amazonaws.com/photos/175764433/large.jpg
Magnolia yarumalensis,dataset,True,,,
Malacoptila mystacalis,dataset,True,,,
Malaveria rodriguezi,dataset,True,,,
Manacus manacus,dataset,True,,,
Manacus vitellinus,dataset,True,,,
Manduca rustica,dataset,True,,,
Marattia laevis,sib_caldas,False,56e7610483c45700544e3fbc,,https://fm-digital-assets.fieldmuseum.org/1083/636/C0641454F.jpg
Margarornis squamiger,dataset|sib_caldas,True,56c7c117f0106c67230e7416,Preocupación menor (LC),http://upload.wikimedia.org/wikipedia/commons/c/c1/Margarornis_squamiger_-NBII_Image_Gallery-a00214.jpg
Marilia,sib_caldas,False,56def76883c45700544e3c3d,,https://inaturalist-open-data.s3.amazonaws.com/photos/51872893/large.jpeg
Markia hystrix,dataset,True,,,
Marmosa isthmica,sib_caldas,False,59af10e51582a31515e9814c,,
Marpesia berania,dataset,True,,,
Marpesia corinna,dataset,True,,,
Martarega,sib_caldas,False,56defa4583c45700544e3c40,,https://live.staticflickr.com/7617/17169734655_0a9e82e5e1_b.jpg
Maruca vitrata,dataset,True,,,
Maruina,sib_caldas,False,56df071483c45700544e3c44,,https://inaturalist-open-data.s3.amazonaws.com/photos/44183432/original.jpg
Masdevallia amanda,dataset,True,,,
Masdevallia angulifera,sib_caldas,False,56e76ed283c45700544e3ff3,Vulnerable (VU),http://upload.wikimedia.org/wikipedia/commons/9/9c/Masdevallia_angulifera_Orchi_01.jpg
Masdevallia bicolor,sib_caldas,False,56e7781583c45700544e401d,Preocupación menor (LC),https://upload.wikimedia.org/wikipedia/commons/e/ed/Masdevallia_bicolor%2C_habitus%2C_Serres_d%27Auteuil%2C_Paris%2C_France.jpg
Masdevallia campyloglossa,sib_caldas,False,56e7862983c45700544e40bb,Preocupación menor (LC),https://inaturalist-open-data.s3.amazonaws.com/photos/164665773/original.jpeg
Masdevallia heteroptera,dataset,True,,,
